City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Kurchum,KZ,48.5722,83.6542,30.06,53,3,7.67,clear sky
348,West Plains,US,36.7281,-91.8524,70.63,54,0,5.99,clear sky
349,Buala,SB,-8.145,159.5921,79.7,83,21,7.67,light rain
350,Curaca,BR,-8.9903,-39.9094,95.41,14,78,14.03,broken clouds
351,Hami,CN,42.8,93.45,60.35,35,100,8.99,overcast clouds
352,Phalombe,MW,-15.8064,35.6507,78.49,36,83,4.88,broken clouds
353,Carolina,PR,18.3808,-65.9574,87.73,74,75,11.5,broken clouds
354,Sawtell,AU,-30.3833,153.1,61.18,94,100,14.97,overcast clouds
355,Jamsa,FI,61.8642,25.19,44.15,95,98,2.93,overcast clouds
356,Egvekinot,RU,66.3167,-179.1667,25.0,68,100,4.47,overcast clouds
357,Wuan,CN,31.6836,112.0044,73.6,61,9,6.13,clear sky
358,Bulungu,CD,-4.55,18.6,79.34,63,78,2.73,broken clouds
359,Vila Praia De Ancora,PT,41.811,-8.8526,64.11,81,87,11.14,overcast clouds
360,Sal Rei,CV,16.1833,-22.9167,80.6,81,22,17.87,few clouds
361,Sibolga,ID,1.7427,98.7792,76.84,89,100,1.72,moderate rain
362,Naze,JP,28.3667,129.4833,73.92,77,1,6.8,clear sky
363,Mtwara,TZ,-10.2667,40.1833,73.81,80,6,7.87,clear sky
364,Fairbanks,US,64.8378,-147.7164,45.3,86,94,1.12,overcast clouds
365,Ambon,ID,-3.6954,128.1814,77.14,94,40,3.44,scattered clouds
366,Vaitape,PF,-16.5167,-151.75,77.49,72,0,11.12,clear sky
367,Gat,IL,31.61,34.7642,87.4,3,0,9.46,clear sky
368,Aksarka,RU,66.5606,67.7975,27.03,80,60,9.46,broken clouds
369,Kilindoni,TZ,-7.9139,39.6668,75.97,77,8,14.41,clear sky
370,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,34,0,4.61,clear sky
371,Souris,CA,49.6172,-100.2612,66.74,41,100,16.15,overcast clouds
372,Eresos,GR,39.1667,25.9333,67.89,88,27,4.23,scattered clouds
373,Vila,PT,42.0304,-8.1588,54.48,68,89,3.47,overcast clouds
374,Micheweni,TZ,-4.9667,39.8333,75.42,79,12,10.38,few clouds
375,Zheleznodorozhnyy,RU,55.7503,38.0042,57.61,97,94,5.7,overcast clouds
376,Meulaboh,ID,4.1363,96.1285,75.97,88,100,6.08,light rain
377,Kruisfontein,ZA,-34.0033,24.7314,64.89,90,100,18.3,overcast clouds
378,Ekibastuz,KZ,51.6667,75.3667,30.96,55,48,6.91,scattered clouds
379,Ranong,TH,9.9658,98.6348,78.76,87,83,12.24,broken clouds
380,Harbour Breton,CA,47.4833,-55.7983,55.17,72,3,16.31,clear sky
381,Misratah,LY,32.3754,15.0925,85.96,60,75,20.56,broken clouds
382,Peachland,CA,49.7665,-119.7357,76.77,48,8,2.1,clear sky
383,Takab,IR,36.4009,47.1133,64.47,18,0,4.54,clear sky
384,Ust-Kuyga,RU,70.0167,135.6,19.87,94,99,2.46,overcast clouds
385,Matamoros,MX,25.5333,-103.25,77.11,36,0,0.0,clear sky
386,Hohhot,CN,40.8106,111.6522,66.25,39,100,2.64,overcast clouds
387,College,US,64.8569,-147.8028,44.8,85,75,4.61,broken clouds
388,Belmonte,BR,-15.8631,-38.8828,75.81,85,95,14.83,overcast clouds
389,Miguel Auza,MX,24.2933,-103.4503,70.18,39,0,5.55,clear sky
390,Kibaya,TZ,-5.3,36.5667,63.7,63,91,9.95,overcast clouds
391,Nanortalik,GL,60.1432,-45.2371,39.11,77,38,9.08,scattered clouds
392,Sungaipenuh,ID,-2.0833,101.3833,64.76,96,88,1.68,overcast clouds
393,Birjand,IR,32.8663,59.2211,68.05,27,0,14.99,clear sky
394,Tumut,AU,-35.3,148.2167,47.77,81,97,4.05,overcast clouds
395,Hervey Bay,AU,-25.2986,152.8535,61.02,85,90,13.0,overcast clouds
396,Sisimiut,GL,66.9395,-53.6735,34.99,87,100,4.09,overcast clouds
397,Astana,KZ,51.1801,71.446,30.15,59,75,8.95,broken clouds
398,Adeje,ES,28.1227,-16.726,75.16,79,75,3.44,broken clouds
399,Khani,GE,41.9563,42.9566,60.37,61,1,4.85,clear sky
400,Darhan,MN,49.4867,105.9228,37.6,87,99,13.87,overcast clouds
401,Oistins,BB,13.0667,-59.5333,83.48,74,82,17.13,broken clouds
402,Alekseyevsk,RU,57.8406,108.3492,28.31,95,100,7.09,snow
403,Phayakkhaphum Phisai,TH,15.5163,103.1937,79.41,95,100,5.99,overcast clouds
404,Pedernales,DO,18.0384,-71.744,82.29,68,14,4.38,few clouds
405,Ventspils,LV,57.3894,21.5606,40.93,100,4,0.0,fog
406,Coos Bay,US,43.3665,-124.2179,67.23,96,20,10.36,mist
407,Katsuura,JP,35.1333,140.3,72.1,84,47,12.24,scattered clouds
408,Katobu,ID,-4.9408,122.5276,75.18,92,57,3.27,broken clouds
409,Puerto Madryn,AR,-42.7692,-65.0385,61.95,53,88,5.23,overcast clouds
410,Edd,ER,13.9297,41.6925,90.97,57,13,9.22,few clouds
411,Kirakira,SB,-10.4544,161.9205,78.69,86,34,6.22,scattered clouds
412,Pacifica,US,37.6138,-122.4869,83.41,75,0,5.01,clear sky
413,Villa Carlos Paz,AR,-31.4241,-64.4978,77.4,23,6,8.99,clear sky
414,Cap-Aux-Meules,CA,47.3821,-61.8597,52.88,76,37,18.68,scattered clouds
415,Bato,PH,13.3528,123.3677,75.54,93,27,2.53,scattered clouds
416,Baft,IR,29.234,56.6057,66.33,26,34,5.95,scattered clouds
417,Kaitangata,NZ,-46.2817,169.8464,33.39,94,11,4.07,few clouds
418,Polyarnyy,RU,69.1989,33.4478,36.75,87,100,6.13,overcast clouds
419,Eldorado,BR,-23.7869,-54.2836,65.01,87,99,7.18,overcast clouds
420,Kyzyl-Suu,KG,42.3414,78.0056,48.88,60,83,2.04,broken clouds
421,Batagay-Alyta,RU,67.8006,130.4114,17.78,94,100,3.4,overcast clouds
422,Neepawa,CA,50.2289,-99.4664,62.67,50,100,15.08,overcast clouds
423,Kununurra,AU,-15.7667,128.7333,75.18,88,75,3.44,broken clouds
424,Shirokiy,RU,49.758,129.523,34.32,89,56,9.26,broken clouds
425,Whitianga,NZ,-36.8333,175.7,59.74,98,100,9.42,moderate rain
426,Novoagansk,RU,61.9449,76.6625,31.41,69,95,5.28,overcast clouds
427,Codrington,AU,-38.2667,141.9667,43.14,96,54,7.0,broken clouds
428,Dharchula,IN,29.85,80.5333,64.63,80,7,4.79,clear sky
429,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,83.66,24,0,7.02,clear sky
430,Yarmouth,US,41.7057,-70.2286,63.01,66,20,12.66,few clouds
431,Leshukonskoye,RU,64.8989,45.7622,37.96,97,100,8.46,overcast clouds
432,Olafsvik,IS,64.8945,-23.7142,45.68,87,97,26.31,overcast clouds
433,Houma,US,29.5958,-90.7195,78.01,46,0,9.22,clear sky
434,Cap Malheureux,MU,-19.9842,57.6142,67.46,74,5,1.01,clear sky
435,Morristown,US,36.214,-83.2949,69.91,53,0,10.36,clear sky
436,La Asuncion,VE,11.0333,-63.8628,84.79,66,66,2.46,broken clouds
437,Koscierzyna,PL,54.1223,17.9812,51.51,58,90,5.03,overcast clouds
438,Magadan,RU,59.5667,150.8,32.86,64,10,7.63,clear sky
439,Neuquen,AR,-38.9516,-68.0591,76.89,13,0,10.36,clear sky
440,Grand Gaube,MU,-20.0064,57.6608,67.37,74,8,1.01,clear sky
441,Turukhansk,RU,65.8167,87.9833,31.32,84,100,10.0,overcast clouds
442,Hualmay,PE,-11.0964,-77.6139,65.91,71,66,9.75,broken clouds
443,Smidovich,RU,48.6,133.8167,49.5,89,100,7.27,overcast clouds
444,Port Lincoln,AU,-34.7333,135.8667,52.61,88,0,10.36,clear sky
445,Havelock,US,34.8791,-76.9013,78.78,91,100,5.99,moderate rain
446,Taoudenni,ML,22.6783,-3.9836,94.12,11,0,15.77,clear sky
447,Mount Gambier,AU,-37.8333,140.7667,45.3,91,6,5.84,clear sky
448,Abashiri,JP,44.0213,144.2697,57.94,77,2,8.37,clear sky
449,Kloulklubed,PW,7.0419,134.2556,75.7,74,31,7.76,scattered clouds
450,Port Hardy,CA,50.6996,-127.4199,53.78,100,75,3.44,mist
451,Tikrit,IQ,34.6071,43.6782,86.45,14,0,4.27,clear sky
452,Farafangana,MG,-22.8167,47.8333,68.05,77,0,8.57,clear sky
453,Klaksvik,FO,62.2266,-6.589,50.92,88,100,36.55,moderate rain
454,Baisha,CN,26.5222,110.9311,76.89,73,17,4.18,few clouds
455,Colorado,BR,-22.8375,-51.9731,66.87,81,99,8.3,overcast clouds
456,Jalaun,IN,26.1451,79.3366,82.8,54,0,2.55,clear sky
457,Port-Gentil,GA,-0.7193,8.7815,78.76,83,75,11.5,broken clouds
458,Cayenne,GF,4.9333,-52.3333,91.44,52,20,13.8,few clouds
459,Teguise,ES,29.0605,-13.564,73.62,61,40,19.57,scattered clouds
460,Merritt Island,US,28.5392,-80.672,81.09,63,20,4.61,few clouds
461,Kaka,TM,37.3482,59.6143,73.87,22,0,1.66,clear sky
462,Binga,ZW,-17.6203,27.3414,76.3,35,0,4.54,clear sky
463,Nandikotkur,IN,15.8667,78.2667,72.75,95,100,9.46,overcast clouds
464,Tashtagol,RU,52.7657,87.8894,28.2,94,100,4.16,light snow
465,Yazd,IR,31.8972,54.3675,75.31,12,0,4.61,clear sky
466,Landazuri,CO,6.2183,-73.8112,74.34,85,91,3.29,overcast clouds
467,Abengourou,CI,6.7297,-3.4964,74.75,96,37,2.48,light rain
468,Fort Pierce,US,27.4467,-80.3256,83.07,66,0,9.22,clear sky
469,Jiazi,CN,22.8779,116.067,77.85,90,94,6.89,overcast clouds
470,Leningradskiy,RU,69.3833,178.4167,23.77,79,100,9.4,overcast clouds
471,Butembo,CD,0.15,29.2833,57.24,96,92,2.57,overcast clouds
472,Hinganghat,IN,20.5667,78.8333,77.88,75,58,3.38,broken clouds
473,Srednekolymsk,RU,67.45,153.6833,28.15,84,100,11.56,overcast clouds
474,The Pas,CA,53.8251,-101.2541,53.35,47,97,9.69,overcast clouds
475,Sarmanovo,RU,55.2553,52.5891,43.48,87,100,8.08,overcast clouds
476,Yatou,CN,37.15,122.3833,63.48,87,41,6.35,scattered clouds
477,Deputatskiy,RU,69.3,139.9,7.83,97,98,1.99,overcast clouds
478,Quang Ngai,VN,15.1167,108.8,76.64,92,100,5.1,overcast clouds
479,Robinson,US,31.4677,-97.1147,81.19,29,0,6.91,clear sky
480,Linjiang,CN,41.8069,126.9078,54.36,97,5,3.04,clear sky
481,Urengoy,RU,65.9667,78.3667,28.53,95,84,6.02,broken clouds
482,Tupa,BR,-21.9347,-50.5136,69.73,75,94,10.56,light rain
483,Bontang,ID,0.1333,117.5,79.05,85,36,9.44,scattered clouds
484,Liverpool,GB,53.4106,-2.9779,58.95,89,40,11.5,scattered clouds
485,Sanming,CN,26.2486,117.6186,75.76,69,4,2.73,clear sky
486,Ossora,RU,59.2353,163.0719,39.06,95,100,7.49,light rain
487,Malanje,AO,-9.5402,16.341,71.87,64,47,3.27,light rain
488,Conceicao Das Alagoas,BR,-19.9147,-48.3883,75.34,72,58,7.7,broken clouds
489,Baijiantan,CN,45.6333,85.1833,42.98,79,100,9.73,overcast clouds
490,Kalmunai,LK,7.4167,81.8167,81.39,70,88,7.02,heavy intensity rain
491,Cidreira,BR,-30.1811,-50.2056,64.02,75,99,17.6,overcast clouds
492,Baiyin,CN,36.5583,104.2081,62.1,59,94,3.51,overcast clouds
493,Ugoofaaru,MV,5.6667,73.0,79.65,81,98,25.37,light rain
494,Xiongyue,CN,40.1774,122.1228,66.06,88,2,8.84,clear sky
495,Koumac,NC,-20.5667,164.2833,72.21,81,94,11.32,overcast clouds
496,Lumberton,US,34.6182,-79.0086,66.06,94,100,36.82,heavy intensity rain
497,Omsukchan,RU,62.5333,155.8,23.92,94,100,4.29,light snow
498,Harper,LR,4.375,-7.7169,78.6,77,33,8.99,scattered clouds
499,Walvis Bay,NA,-22.9575,14.5053,57.09,81,8,10.47,clear sky
500,Burayevo,RU,55.8407,55.4083,41.22,73,99,9.28,overcast clouds
501,Ndele,CF,8.4109,20.6473,72.97,91,75,1.54,broken clouds
502,Rocha,UY,-34.4833,-54.3333,61.45,64,98,6.98,overcast clouds
503,La Mana,EC,-0.9333,-79.2167,89.78,49,28,4.54,light rain
504,Sitka,US,57.0531,-135.33,55.29,88,100,0.0,mist
505,Igarka,RU,67.4667,86.5833,31.48,87,100,9.57,overcast clouds
506,Kangaatsiaq,GL,68.3065,-53.4641,35.11,100,100,3.87,light snow
507,Hamilton,US,39.1834,-84.5333,71.4,51,0,11.5,clear sky
508,Hlobyne,UA,49.3878,33.2596,65.73,76,100,3.44,overcast clouds
509,Mayo,US,38.8876,-76.5119,63.03,79,75,8.99,broken clouds
510,Ulaangom,MN,49.9811,92.0667,31.14,24,69,11.27,broken clouds
511,Lhokseumawe,ID,5.1801,97.1507,77.11,86,100,4.09,overcast clouds
512,Mnogovershinnyy,RU,53.9353,139.9242,30.78,72,93,4.25,overcast clouds
513,Belturbet,IE,54.1,-7.45,52.21,93,18,9.84,few clouds
514,Moose Factory,CA,51.2585,-80.6094,46.4,81,100,8.05,overcast clouds
515,Kuopio,FI,62.8924,27.677,42.75,87,75,4.61,broken clouds
516,Sorland,NO,67.667,12.6934,48.06,59,20,10.11,few clouds
517,Tuy Hoa,VN,13.0833,109.3,76.5,93,100,3.83,overcast clouds
518,Nuuk,GL,64.1835,-51.7216,36.21,80,40,5.75,scattered clouds
519,Calvinia,ZA,-31.4707,19.776,56.82,40,53,6.6,broken clouds
520,Sao Joao Da Ponte,BR,-15.9292,-44.0078,85.03,40,99,10.83,overcast clouds
521,Kondinskoye,RU,59.6481,67.41,26.71,69,8,2.48,clear sky
522,Fevik,NO,58.3794,8.6766,53.37,84,82,11.61,broken clouds
523,Aqtobe,KZ,50.2797,57.2072,46.49,57,0,17.9,clear sky
524,Gap,FR,44.6667,6.0,38.32,88,99,4.0,overcast clouds
525,Manaure,CO,11.7751,-72.4445,87.58,59,100,3.33,overcast clouds
526,San Rafael,AR,-34.6177,-68.3301,76.5,21,9,6.85,clear sky
527,Iskateley,RU,67.6803,53.1512,33.35,85,99,15.19,overcast clouds
528,Khakhea,BW,-24.6895,23.494,79.23,21,0,6.55,clear sky
529,Tambura,SS,5.6,27.4667,70.07,88,65,1.83,broken clouds
530,Tateyama,JP,34.9833,139.8667,72.1,86,22,17.38,few clouds
531,Dunedin,NZ,-45.8742,170.5036,39.79,77,4,4.45,clear sky
532,Oga,IT,46.4631,10.347,44.8,99,100,2.15,overcast clouds
533,Boundiali,CI,9.5217,-6.4869,79.99,72,72,1.74,broken clouds
534,Ahipara,NZ,-35.1667,173.1667,60.71,94,100,8.93,light rain
535,Imbituba,BR,-28.24,-48.6703,65.91,69,94,13.0,overcast clouds
536,Wamba,NG,8.9333,8.6,75.49,85,72,1.14,broken clouds
537,Jalu,LY,29.0331,21.5482,94.66,17,0,10.78,clear sky
538,Kieta,PG,-6.2167,155.6333,77.92,85,8,5.86,light rain
539,Talcahuano,CL,-36.7167,-73.1167,60.48,67,0,11.5,clear sky
540,Taree,AU,-31.9,152.4667,56.1,89,99,7.72,overcast clouds
541,Orlik,RU,52.5178,99.825,23.22,61,100,5.26,overcast clouds
542,Abu Zabad,SD,12.35,29.25,84.07,57,67,11.05,broken clouds
543,Myski,RU,53.709,87.8014,27.91,93,98,4.47,overcast clouds
544,Peleduy,RU,59.6289,112.7406,27.1,72,87,7.43,overcast clouds
545,Bairiki,KI,1.3292,172.9752,80.6,78,20,12.66,few clouds
546,Shelburne,CA,44.0787,-80.2041,65.23,44,0,2.98,clear sky
547,Nome,US,64.5011,-165.4064,32.07,80,0,3.44,clear sky
548,Tieling,CN,42.2931,123.8414,66.45,79,9,13.6,clear sky
549,Inirida,CO,3.8653,-67.9239,91.98,48,100,3.33,moderate rain
550,Ola,RU,59.5833,151.2833,32.88,64,3,10.33,clear sky
551,Keflavik,IS,64.0049,-22.5624,51.71,87,75,18.41,broken clouds
552,Tsaratanana,MG,-16.7833,47.65,68.9,62,0,7.18,clear sky
553,Nynashamn,SE,58.9034,17.9479,46.11,76,19,9.4,few clouds
554,Neryungri,RU,56.6709,124.6491,18.05,95,34,2.44,scattered clouds
555,Grootfontein,NA,-19.5667,18.1167,81.19,15,1,5.73,clear sky
556,Key West,US,24.5557,-81.7826,84.2,68,0,14.97,clear sky
557,Palauig,PH,15.435,119.9045,79.56,79,82,4.25,broken clouds
558,Bonnyville,CA,54.2668,-110.735,62.08,58,100,12.28,overcast clouds
559,Whitehorse,CA,60.7161,-135.0538,50.77,64,75,11.5,broken clouds
560,Wetaskiwin,CA,52.9668,-113.3687,60.67,57,58,5.3,broken clouds
561,Kungurtug,RU,50.5994,97.5228,16.77,94,61,2.93,broken clouds
562,Along,IN,28.1667,94.7667,72.61,92,18,1.66,few clouds
563,Beyneu,KZ,45.3167,55.2,61.29,36,4,19.44,clear sky
564,Bria,CF,6.5423,21.9863,71.6,92,82,1.99,broken clouds
565,Moyo,UG,3.6609,31.7247,68.54,81,17,2.86,few clouds
566,Kovdor,RU,67.5662,30.4758,34.2,95,100,1.14,light snow
567,Pirajui,BR,-21.9986,-49.4572,80.76,50,86,6.2,overcast clouds
568,Shingu,JP,33.7333,135.9833,67.06,83,2,6.13,clear sky
569,Romanovka,RU,51.7443,42.7527,59.16,68,86,6.67,overcast clouds
570,Pangody,RU,65.85,74.4859,29.19,84,93,6.98,overcast clouds
571,Yueyang,CN,29.3333,113.0919,82.69,50,7,5.53,clear sky
572,Khilok,RU,51.3674,110.4676,39.27,92,97,0.22,light rain
573,Auki,SB,-8.7676,160.7034,76.62,89,9,4.12,clear sky
574,Atambua,ID,-9.1061,124.8925,74.84,81,100,2.66,overcast clouds
575,Zorritos,PE,-3.6805,-80.6782,77.29,70,24,12.24,few clouds
576,Baykit,RU,61.67,96.37,26.87,74,25,3.24,scattered clouds
577,Tessalit,ML,20.1986,1.0114,100.58,13,48,7.87,scattered clouds
578,Union,US,40.6334,-74.2663,64.45,58,0,10.36,clear sky
579,Puri,IN,19.8,85.85,81.12,80,32,6.15,scattered clouds
580,Pembroke,CA,45.8168,-77.1162,65.17,51,1,2.77,clear sky
581,Sur,OM,22.5667,59.5289,81.16,75,1,11.63,clear sky
582,Faridpur,BD,23.6,89.8333,83.91,74,98,6.15,overcast clouds
583,Kabin Buri,TH,13.9511,101.7177,75.15,95,100,0.4,overcast clouds
584,Tshela,CD,-4.9833,12.9333,76.32,85,94,3.42,overcast clouds
585,Boditi,ET,6.9667,37.8667,59.02,83,66,1.72,light rain
586,Brae,GB,60.3964,-1.353,53.19,83,100,17.05,light rain
587,Crossville,US,35.949,-85.0269,71.19,45,0,6.91,clear sky
588,Sandakan,MY,5.8402,118.1179,75.9,90,72,3.18,light rain
589,Qunduz,AF,36.729,68.857,74.43,21,68,2.57,broken clouds
590,Salta,AR,-24.7859,-65.4117,75.58,35,20,5.99,few clouds
591,Marawi,PH,7.9986,124.2928,68.95,95,80,1.72,broken clouds
592,Sapa,PH,5.1544,120.3241,81.28,79,87,4.43,overcast clouds
593,Lesnoy,RU,57.6198,63.0784,26.56,81,3,5.08,clear sky
594,Belmonte Mezzagno,IT,38.0457,13.3947,74.59,34,61,3.0,light rain
595,Almenara,BR,-16.1836,-40.6944,82.54,55,99,6.87,light rain
596,Keetmanshoop,NA,-26.5833,18.1333,75.78,7,42,13.51,scattered clouds
597,Tubuala,PA,9.5167,-79.0333,81.93,80,100,7.29,overcast clouds
598,Cairns,AU,-16.9167,145.7667,71.55,84,40,5.75,scattered clouds
599,Oktyabrskoye,RU,43.0645,44.7417,62.35,72,17,6.71,few clouds
600,Yaan,NG,7.3833,8.5667,76.66,85,50,2.44,scattered clouds
601,Tadine,NC,-21.55,167.8833,74.14,87,58,12.24,broken clouds
602,Xining,CN,36.6167,101.7667,51.76,72,87,2.8,overcast clouds
603,Wanning,CN,18.8003,110.3967,78.85,91,98,8.48,overcast clouds
604,Iberia,US,29.9502,-91.7507,77.97,31,0,12.66,clear sky
605,Tivaouane,SN,14.9515,-16.8129,84.54,71,97,13.15,light rain
606,Santa Cruz,BO,-17.8,-63.1667,84.25,34,100,13.8,overcast clouds
607,Clarence Town,AU,-32.5833,151.7833,61.86,86,91,3.56,overcast clouds
608,Makubetsu,JP,45.3714,141.8211,65.52,89,40,25.77,scattered clouds
609,Vetlanda,SE,57.4289,15.0776,45.73,93,80,6.13,broken clouds
610,Agra,IN,27.1833,78.0167,82.74,59,3,6.44,clear sky
611,Dondo,MZ,-19.6094,34.7431,71.26,84,0,7.18,clear sky
612,Ixtapa,MX,20.7,-105.2,89.22,62,0,4.61,clear sky
613,Henties Bay,NA,-22.116,14.2845,55.99,89,5,6.17,clear sky
614,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,74.86,46,53,7.29,broken clouds
615,Sistranda,NO,63.7256,8.834,53.56,67,90,23.35,overcast clouds
616,Mabaruma,GY,8.2,-59.7833,89.67,54,99,6.31,overcast clouds
617,Birao,CF,10.2849,22.7882,78.82,68,94,3.87,overcast clouds
618,San Lorenzo De El Escorial,ES,40.5914,-4.1474,61.27,50,8,7.83,clear sky
619,Venado Tuerto,AR,-33.7456,-61.9688,72.77,23,5,6.04,clear sky
620,Sivas,TR,39.7916,37.0019,59.63,54,0,5.75,clear sky
621,Plouzane,FR,48.3833,-4.6167,59.32,100,100,24.16,light rain
622,Uribia,CO,11.7139,-72.266,89.67,53,100,9.24,overcast clouds
623,Rosario Oeste,BR,-14.8361,-56.4275,90.72,42,75,4.5,broken clouds
624,Ponta Delgada,PT,37.7333,-25.6667,75.51,88,75,5.75,broken clouds
625,Price,US,39.5994,-110.8107,67.12,67,100,0.0,overcast clouds
626,Lagos,NG,6.5833,3.75,74.86,94,100,3.51,moderate rain
627,Pascagoula,US,30.3658,-88.5561,79.52,46,0,12.66,clear sky
628,Bani Walid,LY,31.7566,13.9942,95.49,10,79,11.59,broken clouds
629,Destin,US,30.3935,-86.4958,82.4,46,0,14.97,clear sky
630,Wahiawa,US,21.5028,-158.0236,79.12,75,75,0.0,broken clouds
631,Sassandra,CI,4.95,-6.0833,76.78,83,61,7.96,broken clouds
632,Ha Giang,VN,22.8333,104.9833,73.65,99,100,0.38,overcast clouds
633,Mill Valley,US,37.906,-122.545,84.9,73,0,2.04,clear sky
634,Portland,US,45.5234,-122.6762,63.28,84,100,5.01,overcast clouds
635,Mugumu,TZ,-1.85,34.7,69.8,56,90,5.35,overcast clouds
636,Biak,ID,-0.9131,122.8766,75.33,88,66,1.66,broken clouds
637,Owase,JP,34.0667,136.2,67.87,80,0,5.21,clear sky
638,Griffith,US,41.5284,-87.4237,68.07,59,0,8.05,clear sky
639,Bure,ET,10.7,37.0667,55.42,94,58,3.65,light rain
640,Conde,BR,-7.2597,-34.9075,83.66,61,20,18.41,few clouds
641,Emba,KZ,48.8264,58.1442,48.36,24,97,13.73,overcast clouds
642,Leh,IN,34.1667,77.5833,52.18,43,42,4.76,scattered clouds
643,Berlevag,NO,70.8578,29.0864,40.95,70,40,8.05,scattered clouds
644,Xilitla,MX,21.3333,-98.9667,77.04,50,2,5.37,clear sky
645,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,69,95,9.75,overcast clouds
646,Rundu,NA,-17.9333,19.7667,79.05,15,12,6.02,few clouds
647,Tilichiki,RU,60.4667,166.1,34.07,98,100,5.77,light snow
648,Paragominas,BR,-2.9667,-47.4833,98.74,26,70,4.14,broken clouds
649,Little Current,CA,45.9793,-81.9248,62.42,50,2,5.48,clear sky
650,Livanatai,GR,38.7167,23.05,73.65,52,95,3.0,overcast clouds
651,Ambulu,ID,-8.345,113.6058,76.21,92,97,2.26,overcast clouds
652,Ferme-Neuve,CA,46.7001,-75.4493,60.67,43,5,6.08,clear sky
653,Gazanjyk,TM,39.2446,55.5154,76.33,18,37,10.07,scattered clouds
654,Krutinka,RU,56.0055,71.5113,30.65,68,54,5.55,broken clouds
655,Morondava,MG,-20.2833,44.2833,76.55,73,0,16.11,clear sky
656,Naantali,FI,60.4674,22.0243,48.85,93,0,3.44,clear sky
657,Fukue,JP,32.6881,128.8419,72.93,69,23,8.52,few clouds
658,Sangueya,GN,10.7,-14.3667,75.07,93,100,6.53,light rain
659,Gorodovikovsk,RU,46.0878,41.9335,69.33,52,0,4.05,clear sky
660,Grand-Santi,GF,4.25,-54.3833,99.03,26,17,4.52,few clouds
661,Bintulu,MY,3.1667,113.0333,77.41,94,20,0.0,few clouds
662,Lengshuijiang,CN,27.6881,111.4294,78.93,60,16,1.83,few clouds
663,Buraydah,SA,26.326,43.975,82.85,13,0,9.01,clear sky
664,Winchester,GB,51.0651,-1.3187,58.8,93,75,24.16,moderate rain
665,Pangkalanbuun,ID,-2.6833,111.6167,75.72,96,89,0.29,light rain
666,Hobyo,SO,5.3505,48.5268,77.0,85,4,21.45,clear sky
667,Ruteng,ID,-8.6136,120.4721,63.09,89,92,1.5,overcast clouds
668,Vao,NC,-22.6667,167.4833,71.26,82,86,15.86,overcast clouds
669,Lasa,IT,46.6166,10.7002,54.48,97,100,1.72,overcast clouds
670,Karpathos,GR,35.507,27.2132,76.96,88,0,2.3,clear sky
671,Svetlyy,RU,54.675,20.1347,49.96,68,53,3.0,broken clouds
672,Kashi,CN,39.4547,75.9797,70.81,16,92,8.95,overcast clouds
673,Takhtamygda,RU,54.1,123.5667,28.76,92,19,0.85,few clouds
674,Noumea,NC,-22.2763,166.4572,67.98,85,97,8.77,overcast clouds
675,Turki,RU,51.987,43.2731,59.65,62,97,5.86,overcast clouds
676,Quesnel,CA,52.9999,-122.5029,50.5,100,100,0.0,fog
677,Black River,JM,18.0264,-77.8487,82.98,75,100,4.79,overcast clouds
678,Vardo,NO,70.3705,31.1107,42.78,75,75,17.27,broken clouds
679,Dawlatabad,AF,36.4141,64.9053,71.42,20,2,4.14,clear sky
680,Msanga,TZ,-6.05,36.0333,72.63,52,59,9.86,broken clouds
681,Marsa Matruh,EG,31.3525,27.2453,81.64,70,0,10.4,clear sky
